source,target
322398460,33247405
33247405,322966463
322966463,33247405
33247405,323055458
323055458,33247405
33247405,323268852
323268852,33247405
33247405,323310459
323310459,33247405
33247405,324178341
324178341,33247405
33247405,324195307
324195307,33247405
33247405,324289612
324289612,33247405
33247405,324461534
324461534,33247405
33247405,324686542
324686542,33247405
33247405,326208087
326208087,33247405
33247405,327172634
327172634,33247405
33247405,327950175
327950175,33247405
33247405,328153556
328153556,33247405
33247405,329880425
329880425,33247405
33247405,330468905
330468905,33247405
33247405,331077048
331077048,33247405
33247405,331509513
331509513,33247405
33247405,332324620
332324620,33247405
33247405,332942361
332942361,33247405
33247405,333620830
333620830,33247405
33247405,333628409
333628409,33247405
33247405,334554113
334554113,33247405
33247405,334590954
334590954,33247405
33247405,334997490
334997490,33247405
33247405,335217864
335217864,33247405
33247405,335605459
335605459,33247405
33247405,336343084
336343084,33247405
33247405,336473644
336473644,33247405
33247405,337105382
337105382,33247405
33247405,337486292
337486292,33247405
33247405,338154795
338154795,33247405
33247405,338849068
338849068,33247405
33247405,342574880
342574880,33247405
33247405,342862476
342862476,33247405
33247405,348031502
348031502,33247405
33247405,348084272
348084272,33247405
33247405,348224380
348224380,33247405
33247405,350100908
350100908,33247405
33247405,350562151
350562151,33247405
33247405,350571688
350571688,33247405
33247405,350655829
350655829,33247405
33247405,352299575
352299575,33247405
33247405,353038763
353038763,33247405
33247405,354277525
354277525,33247405
33247405,355028398
355028398,33247405
33247405,355131149
355131149,33247405
33247405,355746793
355746793,33247405
33247405,355939514
355939514,33247405
33247405,356339328
356339328,33247405
33247405,357623543
357623543,33247405
33247405,357674986
357674986,33247405
33247405,358657152
358657152,33247405
33247405,359389348
359389348,33247405
33247405,360899885
360899885,33247405
33247405,360904262
360904262,33247405
33247405,361641309
361641309,33247405
33247405,361680971
361680971,33247405
33247405,362495482
362495482,33247405
33247405,362527599
362527599,33247405
33247405,363499728
363499728,33247405
33247405,363656546
363656546,33247405
33247405,364273363
364273363,33247405
33247405,364789898
364789898,33247405
33247405,365938806
365938806,33247405
33247405,365944644
365944644,33247405
33247405,366536302
366536302,33247405
33247405,366735629
366735629,33247405
33247405,367794651
367794651,33247405
33247405,367912147
367912147,33247405
33247405,368489711
368489711,33247405
33247405,369216930
369216930,33247405
33247405,372725241
372725241,33247405
33247405,373525436
373525436,33247405
33247405,373934210
373934210,33247405
33247405,374010240
374010240,33247405
33247405,374306785
374306785,33247405
33247405,376599448
376599448,33247405
33247405,376649283
376649283,33247405
33247405,377893104
377893104,33247405
33247405,379027307
379027307,33247405
33247405,379096807
379096807,33247405
33247405,380036898
380036898,33247405
33247405,380510637
380510637,33247405
33247405,380795860
380795860,33247405
33247405,380797782
380797782,33247405
33247405,381298241
381298241,33247405
33247405,382151395
382151395,33247405
33247405,383535870
383535870,33247405
33247405,383866481
383866481,33247405
33247405,384453827
384453827,33247405
33247405,385703339
385703339,33247405
33247405,385993726
385993726,33247405
33247405,387029769
387029769,33247405
33247405,387452075
387452075,33247405
33247405,387602102
387602102,33247405
33247405,387751991
387751991,33247405
33247405,388380383
388380383,33247405
33247405,388390421
388390421,33247405
33247405,388598885
388598885,33247405
33247405,388670845
388670845,33247405
33247405,389323390
389323390,33247405
33247405,389875219
389875219,33247405
33247405,389942040
389942040,33247405
33247405,390013516
390013516,33247405
33247405,390245275
390245275,33247405
33247405,391173017
391173017,33247405
33247405,391527858
391527858,33247405
33247405,392166767
392166767,33247405
33247405,393118366
393118366,33247405
33247405,395118705
395118705,33247405
33247405,396614899
396614899,33247405
33247405,397293318
397293318,33247405
33247405,397423530
397423530,33247405
33247405,398049785
398049785,33247405
33247405,399876320
399876320,33247405
33247405,400209306
400209306,33247405
33247405,400657675
400657675,33247405
33247405,400830778
400830778,33247405
33247405,401123557
401123557,33247405
33247405,401378958
401378958,33247405
33247405,402240976
402240976,33247405
33247405,402278197
402278197,33247405
33247405,403063052
403063052,33247405
33247405,403965162
403965162,33247405
33247405,408914831
408914831,33247405
33247405,409088995
409088995,33247405
33247405,409198542
409198542,33247405
33247405,410274935
410274935,33247405
33247405,412903142
412903142,33247405
33247405,413623971
413623971,33247405
33247405,414030908
414030908,33247405
33247405,414303024
414303024,33247405
33247405,416008356
416008356,33247405
33247405,416660457
416660457,33247405
33247405,416750548
416750548,33247405
33247405,418106365
418106365,33247405
33247405,418259733
418259733,33247405
33247405,419055761
419055761,33247405
33247405,420109438
420109438,33247405
33247405,420255512
420255512,33247405
33247405,426498477
426498477,33247405
33247405,427560141
427560141,33247405
33247405,427831207
427831207,33247405
33247405,427888955
427888955,33247405
33247405,427908333
427908333,33247405
33247405,428241648
428241648,33247405
33247405,428954245
428954245,33247405
33247405,432057869
432057869,33247405
33247405,432248738
432248738,33247405
33247405,432828080
432828080,33247405
33247405,433075962
433075962,33247405
33247405,433718623
433718623,33247405
33247405,434630086
434630086,33247405
33247405,436198473
436198473,33247405
33247405,438409150
438409150,33247405
33247405,438586463
438586463,33247405
33247405,438744133
438744133,33247405
33247405,441322711
441322711,33247405
33247405,441636937
441636937,33247405
33247405,441873062
441873062,33247405
33247405,443140510
443140510,33247405
33247405,444716367
444716367,33247405
33247405,444802486
444802486,33247405
33247405,445845481
445845481,33247405
33247405,447502417
447502417,33247405
33247405,447786359
447786359,33247405
33247405,448210423
448210423,33247405
33247405,448248649
448248649,33247405
33247405,449483732
449483732,33247405
33247405,454079769
454079769,33247405
33247405,455770561
455770561,33247405
33247405,457393023
457393023,33247405
33247405,459067794
459067794,33247405
33247405,462923886
462923886,33247405
33247405,464732794
464732794,33247405
33247405,468176616
468176616,33247405
33247405,469680446
469680446,33247405
33247405,471582443
471582443,33247405
33247405,473164540
473164540,33247405
33247405,473222172
473222172,33247405
33247405,473504031
473504031,33247405
33247405,475434959
475434959,33247405
33247405,479506852
479506852,33247405
33247405,479850239
479850239,33247405
33247405,480545445
480545445,33247405
33247405,481865037
481865037,33247405
33247405,483488443
483488443,33247405
33247405,483618239
483618239,33247405
33247405,486496762
486496762,33247405
33247405,489146997
489146997,33247405
33247405,489810704
489810704,33247405
33247405,490707426
490707426,33247405
33247405,492621687
492621687,33247405
33247405,493827247
493827247,33247405
33247405,494035952
494035952,33247405
33247405,496135319
496135319,33247405
33247405,504143673
504143673,33247405
33247405,504604424
504604424,33247405
33247405,504648948
504648948,33247405
33247405,505320893
505320893,33247405
33247405,506534706
506534706,33247405
33247405,506872096
506872096,33247405
33247405,508065880
508065880,33247405
33247405,510436660
510436660,33247405
33247405,513775396
513775396,33247405
33247405,516437977
516437977,33247405
33247405,517519012
517519012,33247405
33247405,518322101
518322101,33247405
33247405,518728858
518728858,33247405
33247405,519757546
519757546,33247405
33247405,524490710
524490710,33247405
33247405,525596357
525596357,33247405
33247405,533382093
533382093,33247405
33247405,534718417
534718417,33247405
33247405,535019279
535019279,33247405
33247405,535761668
535761668,33247405
33247405,537516305
537516305,33247405
33247405,539665151
539665151,33247405
33247405,545320998
545320998,33247405
33247405,557740117
557740117,33247405
33247405,559854982
559854982,33247405
33247405,561016525
561016525,33247405
33247405,563910462
563910462,33247405
33247405,565050340
565050340,33247405
33247405,568888135
568888135,33247405
33247405,569136524
569136524,33247405
33247405,574477611
574477611,33247405
33247405,574596269
574596269,33247405
33247405,575642032
575642032,33247405
33247405,575713606
575713606,33247405
33247405,578627309
578627309,33247405
33247405,587233228
587233228,33247405
33247405,594077978
594077978,33247405
33247405,598268836
598268836,33247405
33247405,599281505
599281505,33247405
33247405,605889542
605889542,33247405
33247405,606053146
606053146,33247405
33247405,611285367
611285367,33247405
33247405,611405802
611405802,33247405
33247405,614611566
614611566,33247405
33247405,637960539
637960539,33247405
33247405,644422353
644422353,33247405
33247405,648874383
648874383,33247405
33247405,654696779
654696779,33247405
33247405,667828829
667828829,33247405
33247405,721145451
721145451,33247405
33247405,774146608
774146608,33247405
33247405,820527550
820527550,33247405
33247405,824523024
824523024,33247405
33247405,857586982
857586982,33247405
305375438,5809973
5809973,305375438
305375438,9785826
9785826,305375438
305375438,16575643
16575643,305375438
305375438,18070894
18070894,305375438
305375438,51074097
51074097,305375438
305375438,52359563
52359563,305375438
305375438,60189107
60189107,305375438
305375438,63374035
63374035,305375438
305375438,75194688
75194688,305375438
305375438,76170487
76170487,305375438
305375438,82507195
82507195,305375438
305375438,82813052
82813052,305375438
305375438,84581202
84581202,305375438
305375438,85790398
85790398,305375438
305375438,100861068
100861068,305375438
305375438,106005657
106005657,305375438
305375438,107544678
107544678,305375438
305375438,110416943
110416943,305375438
305375438,112667812
112667812,305375438
305375438,126760397
126760397,305375438
305375438,127722255
127722255,305375438
305375438,128882577
128882577,305375438
305375438,131547127
131547127,305375438
305375438,137056381
137056381,305375438
305375438,137760216
137760216,305375438
305375438,138951390
138951390,305375438
305375438,140054310
140054310,305375438
305375438,143392840
143392840,305375438
305375438,143851954
143851954,305375438
305375438,147916683
147916683,305375438
305375438,151334794
151334794,305375438
305375438,151788109
151788109,305375438
305375438,153826859
153826859,305375438
305375438,157670111
157670111,305375438
305375438,157796945
157796945,305375438
305375438,158772596
158772596,305375438
305375438,159317379
159317379,305375438
305375438,162848291
162848291,305375438
305375438,163732186
163732186,305375438
305375438,165048556
165048556,305375438
305375438,165336892
165336892,305375438
305375438,166793359
166793359,305375438
305375438,166844163
166844163,305375438
305375438,167213541
167213541,305375438
305375438,169632229
169632229,305375438
305375438,173986965
173986965,305375438
305375438,174023476
174023476,305375438
305375438,176287883
176287883,305375438
305375438,176719375
176719375,305375438
305375438,178730622
178730622,305375438
305375438,178791641
178791641,305375438
305375438,181120560
181120560,305375438
305375438,182159412
182159412,305375438
305375438,182817192
182817192,305375438
305375438,183470650
183470650,305375438
305375438,185428713
185428713,305375438
305375438,185775565
185775565,305375438
305375438,186406468
186406468,305375438
305375438,189734502
189734502,305375438
305375438,195525557
195525557,305375438
305375438,195928201
195928201,305375438
305375438,198326654
198326654,305375438
305375438,198433550
198433550,305375438
305375438,200070235
200070235,305375438
305375438,200620748
200620748,305375438
305375438,203096714
203096714,305375438
305375438,204194829
204194829,305375438
305375438,204201117
204201117,305375438
305375438,206647931
206647931,305375438
305375438,206842385
206842385,305375438
305375438,208994687
208994687,305375438
305375438,216114995
216114995,305375438
305375438,218145036
218145036,305375438
305375438,219382148
219382148,305375438
305375438,219606414
219606414,305375438
305375438,222630365
222630365,305375438
305375438,222692199
222692199,305375438
305375438,225822269
225822269,305375438
305375438,227438422
227438422,305375438
305375438,231284350
231284350,305375438
305375438,231716035
231716035,305375438
305375438,232396567
232396567,305375438
305375438,234754147
234754147,305375438
305375438,236059049
236059049,305375438
305375438,237874397
237874397,305375438
305375438,237955770
237955770,305375438
305375438,240664014
240664014,305375438
305375438,240696630
240696630,305375438
305375438,241051210
241051210,305375438
305375438,241768894
241768894,305375438
305375438,243722200
243722200,305375438
305375438,244153457
244153457,305375438
305375438,246706765
246706765,305375438
305375438,248300894
248300894,305375438
305375438,248330580
248330580,305375438
305375438,250321394
250321394,305375438
305375438,251835938
251835938,305375438
305375438,251999809
251999809,305375438
305375438,252873249
252873249,305375438
305375438,253870050
253870050,305375438
305375438,256923085
256923085,305375438
305375438,257301641
257301641,305375438
305375438,259542306
259542306,305375438
305375438,262133611
262133611,305375438
305375438,264127627
264127627,305375438
305375438,264444487
264444487,305375438
305375438,267519241
267519241,305375438
305375438,268352027
268352027,305375438
305375438,268589179
268589179,305375438
305375438,272294226
272294226,305375438
305375438,274548597
274548597,305375438
305375438,276245331
276245331,305375438
305375438,279749011
279749011,305375438
305375438,280139661
280139661,305375438
305375438,280944889
280944889,305375438
305375438,286131589
286131589,305375438
305375438,286884796
286884796,305375438
305375438,287258997
287258997,305375438
305375438,291943712
291943712,305375438
305375438,294994276
294994276,305375438
305375438,298132453
298132453,305375438
305375438,301782782
301782782,305375438
305375438,302584097
302584097,305375438
305375438,308632223
308632223,305375438
305375438,308685692
308685692,305375438
305375438,309693821
309693821,305375438
305375438,309820139
309820139,305375438
305375438,312021481
312021481,305375438
305375438,312049894
312049894,305375438
305375438,314590201
314590201,305375438
305375438,314750495
314750495,305375438
305375438,315009369
315009369,305375438
305375438,317510670
317510670,305375438
305375438,320078362
320078362,305375438
305375438,320734708
320734708,305375438
305375438,320943346
320943346,305375438
305375438,321932858
321932858,305375438
305375438,322451500
322451500,305375438
305375438,323553008
323553008,305375438
305375438,326380192
326380192,305375438
305375438,326505188
326505188,305375438
305375438,330099882
330099882,305375438
305375438,330342691
330342691,305375438
305375438,331024709
331024709,305375438
305375438,332418822
332418822,305375438
305375438,333109148
333109148,305375438
305375438,335761652
335761652,305375438
305375438,348768784
348768784,305375438
305375438,356487115
356487115,305375438
305375438,362892658
362892658,305375438
305375438,365262160
365262160,305375438
305375438,366362598
366362598,305375438
305375438,371145554
371145554,305375438
305375438,372204411
372204411,305375438
305375438,380608753
380608753,305375438
305375438,380947584
380947584,305375438
305375438,381639628
381639628,305375438
305375438,384019087
384019087,305375438
305375438,384524426
384524426,305375438
305375438,385087515
385087515,305375438
305375438,385931838
385931838,305375438
305375438,387768622
387768622,305375438
305375438,390333830
390333830,305375438
305375438,393094488
393094488,305375438
305375438,396800663
396800663,305375438
305375438,399867122
399867122,305375438
305375438,416684135
416684135,305375438
305375438,419373133
419373133,305375438
305375438,419572969
419572969,305375438
305375438,420287450
420287450,305375438
305375438,425936353
425936353,305375438
305375438,426244134
426244134,305375438
305375438,428411096
428411096,305375438
305375438,432302845
432302845,305375438
305375438,434348618
434348618,305375438
305375438,447338403
447338403,305375438
305375438,454786910
454786910,305375438
305375438,457420536
457420536,305375438
305375438,464373926
464373926,305375438
305375438,467810848
467810848,305375438
305375438,472247625
472247625,305375438
305375438,480682561
480682561,305375438
305375438,486871081
486871081,305375438
305375438,487240464
487240464,305375438
305375438,489690935
489690935,305375438
305375438,503675718
503675718,305375438
305375438,509251128
509251128,305375438
305375438,519236702
519236702,305375438
305375438,522210881
522210881,305375438
305375438,523141734
523141734,305375438
305375438,532377260
532377260,305375438
305375438,533321313
533321313,305375438
305375438,545778068
545778068,305375438
305375438,548048635
548048635,305375438
305375438,578162859
578162859,305375438
305375438,579932688
579932688,305375438
305375438,602798738
602798738,305375438
305375438,604275409
604275409,305375438
305375438,605410911
605410911,305375438
305375438,639721170
639721170,305375438
305375438,644880002
644880002,305375438
305375438,649381678
649381678,305375438
305375438,674921439
674921439,305375438
305375438,710622679
710622679,305375438
305375438,739167903
739167903,305375438
305375438,740103503
740103503,305375438
305375438,749236291
749236291,305375438
305375438,758247843
758247843,305375438
305375438,768638709
768638709,305375438
305375438,768671434
768671434,305375438
305375438,773137255
773137255,305375438
305375438,774831699
774831699,305375438
305375438,805871943
805871943,305375438
305375438,828402104
828402104,305375438
305375438,842607362
842607362,305375438
305375438,870634253
870634253,305375438
224481504,714344
714344,224481504
224481504,5074472
5074472,224481504
224481504,7106290
7106290,224481504
224481504,8891413
8891413,224481504
224481504,9859976
9859976,224481504
224481504,10893848
10893848,224481504
224481504,13416744
13416744,224481504
224481504,31048787
31048787,224481504
224481504,44311038
44311038,224481504
224481504,49815418
49815418,224481504
224481504,50778699
50778699,224481504
224481504,52071729
52071729,224481504
224481504,66934586
66934586,224481504
224481504,68315389
68315389,224481504
224481504,71007208
71007208,224481504
224481504,71604500
71604500,224481504
224481504,75009558
75009558,224481504
224481504,75712718
75712718,224481504
224481504,76632126
76632126,224481504
224481504,79962470
79962470,224481504
224481504,80037168
80037168,224481504
224481504,86234792
86234792,224481504
224481504,86938358
86938358,224481504
224481504,95034698
95034698,224481504
224481504,96489380
96489380,224481504
224481504,96773031
96773031,224481504
224481504,103679074
103679074,224481504
224481504,106333078
106333078,224481504
224481504,112940943
112940943,224481504
224481504,120262669
120262669,224481504
224481504,121789710
121789710,224481504
224481504,123406570
123406570,224481504
224481504,127932927
127932927,224481504
224481504,128816174
128816174,224481504
224481504,134310509
134310509,224481504
224481504,134546688
134546688,224481504
224481504,136042089
136042089,224481504
224481504,136998245
136998245,224481504
224481504,137119718
137119718,224481504
224481504,137301682
137301682,224481504
224481504,137607644
137607644,224481504
224481504,137639445
137639445,224481504
224481504,138700056
138700056,224481504
224481504,139326940
139326940,224481504
224481504,143932749
143932749,224481504
224481504,144679376
144679376,224481504
224481504,145992978
145992978,224481504
224481504,145994843
145994843,224481504
224481504,147398202
147398202,224481504
224481504,148224282
148224282,224481504
224481504,148367632
148367632,224481504
224481504,150921908
150921908,224481504
224481504,151664647
151664647,224481504
224481504,152168702
152168702,224481504
224481504,152475577
152475577,224481504
224481504,154107771
154107771,224481504
224481504,157483719
157483719,224481504
224481504,158553444
158553444,224481504
224481504,160391329
160391329,224481504
224481504,161070284
161070284,224481504
224481504,161223699
161223699,224481504
224481504,162323416
162323416,224481504
224481504,162427594
162427594,224481504
224481504,162810266
162810266,224481504
224481504,162902549
162902549,224481504
224481504,163437968
163437968,224481504
224481504,163746101
163746101,224481504
224481504,165708804
165708804,224481504
224481504,166818513
166818513,224481504
224481504,167548581
167548581,224481504
224481504,170305213
170305213,224481504
224481504,170584888
170584888,224481504
224481504,171936458
171936458,224481504
224481504,171942272
171942272,224481504
224481504,172646113
172646113,224481504
224481504,172647251
172647251,224481504
224481504,174386243
174386243,224481504
224481504,174611775
174611775,224481504
224481504,176138257
176138257,224481504
224481504,177120223
177120223,224481504
224481504,178482901
178482901,224481504
224481504,179187115
179187115,224481504
224481504,181549923
181549923,224481504
224481504,181644779
181644779,224481504
224481504,182188922
182188922,224481504
224481504,182393329
182393329,224481504
224481504,182888463
182888463,224481504
224481504,183584082
183584082,224481504
224481504,184113496
184113496,224481504
224481504,184186531
184186531,224481504
224481504,184361863
184361863,224481504
224481504,185511784
185511784,224481504
224481504,186187193
186187193,224481504
224481504,186422474
186422474,224481504
224481504,187401260
187401260,224481504
224481504,187991621
187991621,224481504
224481504,188966908
188966908,224481504
224481504,190563404
190563404,224481504
224481504,190791057
190791057,224481504
224481504,191602747
191602747,224481504
224481504,191747607
191747607,224481504
224481504,193684272
193684272,224481504
224481504,194203689
194203689,224481504
224481504,194823228
194823228,224481504
224481504,197284284
197284284,224481504
224481504,198681688
198681688,224481504
224481504,201118833
201118833,224481504
224481504,201812023
201812023,224481504
224481504,203468741
203468741,224481504
224481504,203774149
203774149,224481504
224481504,204080415
204080415,224481504
224481504,208873531
208873531,224481504
224481504,210117272
210117272,224481504
224481504,210724655
210724655,224481504
224481504,213024081
213024081,224481504
224481504,214749375
214749375,224481504
224481504,216182978
216182978,224481504
224481504,217336525
217336525,224481504
224481504,217697643
217697643,224481504
224481504,217829475
217829475,224481504
224481504,218037275
218037275,224481504
224481504,221162027
221162027,224481504
224481504,221750674
221750674,224481504
224481504,222231090
222231090,224481504
224481504,224036794
224036794,224481504
224481504,225463268
225463268,224481504
224481504,226812053
226812053,224481504
224481504,227419844
227419844,224481504
224481504,228894954
228894954,224481504
224481504,229547494
229547494,224481504
224481504,229742713
229742713,224481504
224481504,230237893
230237893,224481504
224481504,230621923
230621923,224481504
224481504,233748264
233748264,224481504
224481504,233958045
233958045,224481504
224481504,235547060
235547060,224481504
224481504,235549684
235549684,224481504
224481504,235765747
235765747,224481504
224481504,235977477
235977477,224481504
224481504,235993163
235993163,224481504
224481504,236511298
236511298,224481504
224481504,237034296
237034296,224481504
224481504,237463832
237463832,224481504
224481504,238765138
238765138,224481504
224481504,240232867
240232867,224481504
224481504,241225450
241225450,224481504
224481504,241384963
241384963,224481504
224481504,243477882
243477882,224481504
224481504,243788003
243788003,224481504
224481504,244050896
244050896,224481504
224481504,244102223
244102223,224481504
224481504,247512785
247512785,224481504
224481504,252849929
252849929,224481504
224481504,252963381
252963381,224481504
224481504,255003775
255003775,224481504
224481504,255012652
255012652,224481504
224481504,255996565
255996565,224481504
224481504,256311290
256311290,224481504
224481504,257798623
257798623,224481504
224481504,258359005
258359005,224481504
224481504,258604396
258604396,224481504
224481504,262049389
262049389,224481504
224481504,262202228
262202228,224481504
224481504,263195775
263195775,224481504
224481504,266914678
266914678,224481504
224481504,267281371
267281371,224481504
224481504,268156876
268156876,224481504
224481504,269420022
269420022,224481504
224481504,270384601
270384601,224481504
224481504,270529709
270529709,224481504
224481504,270638016
270638016,224481504
224481504,270875011
270875011,224481504
224481504,271784253
271784253,224481504
224481504,278607559
278607559,224481504
224481504,278794189
278794189,224481504
224481504,280113312
280113312,224481504
224481504,281489210
281489210,224481504
224481504,283131152
283131152,224481504
224481504,283759260
283759260,224481504
224481504,284098588
284098588,224481504
224481504,288674603
288674603,224481504
224481504,294037861
294037861,224481504
224481504,295231035
295231035,224481504
224481504,295957272
295957272,224481504
224481504,296401214
296401214,224481504
224481504,296664159
296664159,224481504
224481504,297211987
297211987,224481504
224481504,301486829
301486829,224481504
224481504,301825311
301825311,224481504
224481504,303990523
303990523,224481504
224481504,306906196
306906196,224481504
224481504,307083616
307083616,224481504
224481504,309965490
309965490,224481504
224481504,312084017
312084017,224481504
224481504,312744690
312744690,224481504
224481504,313686687
313686687,224481504
224481504,317842546
317842546,224481504
224481504,320478868
320478868,224481504
224481504,320652126
320652126,224481504
224481504,321099376
321099376,224481504
224481504,325852355
325852355,224481504
224481504,328548327
328548327,224481504
224481504,330165096
330165096,224481504
224481504,332750251
332750251,224481504
224481504,332942361
332942361,224481504
224481504,333009345
333009345,224481504
224481504,336098363
336098363,224481504
224481504,338657834
338657834,224481504
224481504,340734986
340734986,224481504
224481504,343189962
343189962,224481504
224481504,345828171
345828171,224481504
224481504,347129068
347129068,224481504
224481504,348266548
348266548,224481504
224481504,349198577
349198577,224481504
224481504,351373602
351373602,224481504
224481504,353509544
353509544,224481504
224481504,353607635
353607635,224481504
224481504,354130365
354130365,224481504
224481504,355225958
355225958,224481504
224481504,356934434
356934434,224481504
224481504,363314615
363314615,224481504
224481504,368362964
368362964,224481504
224481504,369024951
369024951,224481504
224481504,380421388
380421388,224481504
224481504,381330307
381330307,224481504
224481504,382340581
382340581,224481504
224481504,383875546
383875546,224481504
224481504,383993266
383993266,224481504
224481504,389705534
389705534,224481504
224481504,390432064
390432064,224481504
224481504,407256668
407256668,224481504
224481504,407890958
407890958,224481504
224481504,407916407
407916407,224481504
224481504,408228296
408228296,224481504
224481504,408504092
408504092,224481504
224481504,411436296
411436296,224481504
224481504,412573508
412573508,224481504
224481504,418642967
418642967,224481504
224481504,420962085
420962085,224481504
224481504,423298325
423298325,224481504
224481504,423825849
423825849,224481504
224481504,428585407
428585407,224481504
224481504,432796290
432796290,224481504
224481504,433368370
433368370,224481504
224481504,433519161
433519161,224481504
224481504,437407276
437407276,224481504
224481504,438546492
438546492,224481504
224481504,442184595
442184595,224481504
224481504,444080670
444080670,224481504
224481504,450410561
450410561,224481504
224481504,454496058
454496058,224481504
224481504,470411989
470411989,224481504
224481504,481934616
481934616,224481504
224481504,487996700
487996700,224481504
224481504,493221682
493221682,224481504
224481504,497957041
497957041,224481504
224481504,506320042
506320042,224481504
224481504,516230092
516230092,224481504
224481504,517159807
517159807,224481504
224481504,525791413
525791413,224481504
224481504,527033807
527033807,224481504
224481504,527037049
527037049,224481504
224481504,535917671
535917671,224481504
224481504,546186730
546186730,224481504
224481504,553483042
553483042,224481504
224481504,555683088
555683088,224481504
224481504,559407627
559407627,224481504
224481504,560490518
560490518,224481504
224481504,561596454
561596454,224481504
224481504,564332592
564332592,224481504
224481504,578175574
578175574,224481504
224481504,587349331
587349331,224481504
224481504,592877863
592877863,224481504
224481504,596940752
596940752,224481504
224481504,598616396
598616396,224481504
224481504,605402066
605402066,224481504
224481504,608709425
608709425,224481504
224481504,610324681
610324681,224481504
224481504,610534515
610534515,224481504
224481504,612038778
612038778,224481504
224481504,616204324
616204324,224481504
224481504,619580745
619580745,224481504
224481504,621049229
621049229,224481504
224481504,621443182
621443182,224481504
224481504,622694080
622694080,224481504
224481504,624242478
624242478,224481504
224481504,625198511
625198511,224481504
224481504,638821351
638821351,224481504
224481504,645288069
645288069,224481504
224481504,646259629
646259629,224481504
224481504,648837129
648837129,224481504
224481504,662246083
662246083,224481504
224481504,670869286
670869286,224481504
224481504,680623881
680623881,224481504
224481504,697457980
697457980,224481504
224481504,703132747
703132747,224481504
224481504,741112305
741112305,224481504
224481504,799516026
799516026,224481504
224481504,813555564
813555564,224481504
255987940,2396823
2396823,255987940
255987940,26520766
26520766,255987940
255987940,26984649
26984649,255987940
255987940,47486143
47486143,255987940
255987940,78933684
78933684,255987940
255987940,108702326
108702326,255987940
255987940,152240609
152240609,255987940
255987940,155582303
155582303,255987940
255987940,157885241
157885241,255987940
255987940,176457443
176457443,255987940
255987940,183435517
183435517,255987940
255987940,184600516
184600516,255987940
255987940,184686150
184686150,255987940
255987940,195599475
195599475,255987940
255987940,200953287
200953287,255987940
255987940,203616611
203616611,255987940
255987940,204201117
204201117,255987940
255987940,207472151
207472151,255987940
255987940,211753321
211753321,255987940
255987940,215728418
215728418,255987940
255987940,229093824
229093824,255987940
255987940,230601297
230601297,255987940
255987940,232166313
232166313,255987940
255987940,236088309
236088309,255987940
255987940,236897629
236897629,255987940
255987940,237218607
237218607,255987940
255987940,246714174
246714174,255987940
255987940,252166356
252166356,255987940
255987940,252555811
252555811,255987940
255987940,255801820
255801820,255987940
255987940,258365700
258365700,255987940
255987940,266575822
266575822,255987940
255987940,269706161
269706161,255987940
255987940,274559298
274559298,255987940
255987940,280438481
280438481,255987940
255987940,284744530
284744530,255987940
255987940,289067222
289067222,255987940
255987940,294636325
294636325,255987940
255987940,301421221
301421221,255987940
255987940,305205483
305205483,255987940
255987940,306332074
306332074,255987940
255987940,306995939
306995939,255987940
255987940,321924374
321924374,255987940
255987940,331128123
331128123,255987940
255987940,335846823
335846823,255987940
255987940,336815682
336815682,255987940
255987940,350252222
350252222,255987940
255987940,362634782
362634782,255987940
255987940,363014318
363014318,255987940
255987940,380925000
380925000,255987940
255987940,382457622
382457622,255987940
255987940,388928506
388928506,255987940
255987940,392318261
392318261,255987940
255987940,407584809
407584809,255987940
255987940,411446324
411446324,255987940
255987940,422524614
422524614,255987940
255987940,422584554
422584554,255987940
255987940,425119561
425119561,255987940
255987940,451230792
451230792,255987940
255987940,452541373
452541373,255987940
255987940,462486645
462486645,255987940
255987940,481145327
481145327,255987940
255987940,482819654
482819654,255987940
255987940,491658500
491658500,255987940
255987940,495059658
495059658,255987940
255987940,496405276
496405276,255987940
255987940,497653456
497653456,255987940
255987940,508217846
508217846,255987940
255987940,518296368
518296368,255987940
255987940,518923094
518923094,255987940
255987940,556674768
556674768,255987940
255987940,577564711
577564711,255987940
255987940,710171236
710171236,255987940
255987940,821734020
821734020,255987940
255987940,882347402
882347402,255987940
450742524,820310
820310,450742524
450742524,1195104
1195104,450742524
450742524,4729828
4729828,450742524
450742524,19708332
19708332,450742524
450742524,22727880
22727880,450742524
450742524,22786534
22786534,450742524
450742524,26630718
26630718,450742524
450742524,29858444
29858444,450742524
450742524,32214321
32214321,450742524
450742524,34161631
34161631,450742524
450742524,38697890
38697890,450742524
450742524,64837248
64837248,450742524
450742524,71979162
71979162,450742524
450742524,99231856
99231856,450742524
450742524,102000669
102000669,450742524
450742524,103053219
103053219,450742524
450742524,113664607
113664607,450742524
450742524,127751121
127751121,450742524
450742524,135066517
135066517,450742524
450742524,144844195
144844195,450742524
450742524,147793468
147793468,450742524
450742524,150885613
150885613,450742524
450742524,152140801
152140801,450742524
450742524,162066442
162066442,450742524
450742524,168077711
168077711,450742524
450742524,182923020
182923020,450742524
450742524,183300147
183300147,450742524
450742524,183368731
183368731,450742524
450742524,184123045
184123045,450742524
450742524,185222428
185222428,450742524
450742524,186363979
186363979,450742524
450742524,191162523
191162523,450742524
450742524,197199035
197199035,450742524
450742524,198495782
198495782,450742524
450742524,204586480
