id,closeness,betweenness,eigenvector
28966914,0.2041012363616332,0.0,0.006429723418952831
108134402,0.20766759732502862,0.0,0.012218664581180847
421265412,0.2187305136464433,0.0,0.000948932773211006
464257026,0.2222434664597228,0.0,0.0002017214731421359
278921228,0.22859026811088445,0.0,0.0011948550188298319
104464397,0.2021634672768754,0.0,5.306486184922568e-07
100401166,0.22859026811088445,0.0,0.0011948550188298319
267649039,0.2885183508787299,0.0,0.09300760231358376
249692176,0.21697802439131517,0.0,4.587922750801918e-06
411959316,0.20203049491183467,0.0,3.598846016277921e-07
157941786,0.19840621715876916,0.0,3.2417825164099604e-08
111149085,0.22073652070300864,0.0,0.0002993987523502252
769785891,0.19706927559646692,0.0,3.568554009265363e-08
419168294,0.22167170854102242,0.0,0.000225309822821855
59768872,0.2041012363616332,0.0,0.006429723418952831
136314921,0.22952400126994943,0.0,0.008346879552030848
141164584,0.21318809360266697,0.0,6.809439823929972e-05
8126506,0.20283512738570186,0.0,0.0057889411622280154
595460136,0.22277882584611686,0.0,0.002202704382659635
212467754,0.21886375886996137,0.0,9.33853169560969e-05
134217774,0.25288479176175993,0.0,2.7358365745644757e-05
320864302,0.22859026811088445,0.0,0.0011948550188298319
114425910,0.22859026811088445,0.0,0.0011948550188298319
445513783,0.22169409124906508,0.0,6.934993958309748e-07
58589240,0.1895712015247305,0.0,1.7554367209337338e-08
269746233,0.1913469266548099,0.0,2.4679269445787556e-08
33816637,0.5001000200040008,0.0,1.0769600670503939e-11
8126529,0.20850025147632428,0.0,0.010923454469772885
6422595,0.22865463241533596,0.0,0.007938430640679782
290586694,0.2303194423939142,0.0,5.41707691479361e-06
143392840,0.23252466218203927,0.0,0.0002576522357378622
282460232,0.21312830985054665,0.0,1.506172523262052e-06
394133577,0.19706337967302923,0.0,2.893420188648144e-08
191234123,0.1945252947526965,0.0,2.0518771321152376e-08
69992525,0.20285872674760802,0.0,0.005134513307544868
585105488,0.21879671219933491,0.0,0.00016334545759188335
417595473,0.2069751689849729,0.0,5.2551907457418775e-08
31850583,0.5001000200040008,0.0,1.0769600670503939e-11
321781848,0.2306922987119119,0.0,4.868657536435389e-06
19398746,0.20285872674760802,0.0,0.005134513307544868
203685979,0.20232837532509199,0.0,3.490068327628927e-07
159645788,0.21623327120257665,0.0,0.00018462281450653024
172097628,0.189454878988057,0.0,1.7102133273027623e-08
195297377,0.23046539384114173,0.0,8.744871541462822e-06
233177185,0.22277882584611686,0.0,0.002202704382659635
216531043,0.21709244583766682,0.0,2.1430320714114808e-05
15335530,0.20285872674760802,0.0,0.005134513307544868
53870701,0.23029260030456536,0.0,1.0501242318687105e-05
836370541,0.1982933943456562,0.0,2.9469192670946605e-08
99614831,0.21709244583766682,0.0,2.1430320714114808e-05
275251313,0.21318809360266697,0.0,6.809439823929972e-05
343015545,0.22756534523859792,0.0,0.0025062220726841437
392036474,0.23899581522484095,0.0,1.06905568648248e-05
15335551,0.21709244583766682,0.0,2.1430320714114808e-05
174456964,0.20302129495811558,0.0,3.291462307001797e-07
190185606,0.2277751949005037,0.0,0.004050873201180161
295567499,0.21693276588270166,0.0,5.29180913646241e-07
236191884,0.22073652070300864,0.0,0.0002993987523502252
488505488,0.20251638072983924,0.0,5.497090567738806e-07
315359381,0.21518229204477807,0.0,1.5599740964073781e-06
678166682,0.2251145870120796,0.0,4.152039112433464e-06
3145887,0.1973816079936871,0.0,4.4729091990007446e-08
17563808,0.5001000200040008,0.0,1.0769600670503939e-11
20840609,0.2109569054482047,0.0,0.017353177888725712
197525667,0.20566470418850893,0.0,4.4833859625199616e-07
235798691,0.22277882584611686,0.0,0.002202704382659635
227934376,0.21519557128596062,0.0,3.6062874057527874e-05
77988011,0.22764049689918014,0.0,5.405037771734739e-06
89260206,0.5001000200040008,0.0,1.0769600670503939e-11
72745134,0.2041012363616332,0.0,0.006429723418952831
217186478,0.22020274060123843,0.0,4.876687090434748e-06
367263922,0.22461475506113526,0.0,0.00025276358623112493
275251380,0.22669338401471495,0.0,5.475886651535361e-06
308281524,0.18983952938011778,0.0,2.4852188098544687e-08
197001396,0.22277882584611686,0.0,0.002202704382659635
248643767,0.196337610206204,0.0,4.27608500522872e-08
43385015,0.22859026811088445,0.0,0.0011948550188298319
77201595,0.22859026811088445,0.0,0.0011948550188298319
382206141,0.22859026811088445,0.0,0.0011948550188298319
11534526,0.21518229204477807,0.0,1.5599740964073781e-06
146669761,0.22387591863863984,0.0,0.003041279958187301
343408835,0.22022237329440128,0.0,0.00014141977888995833
133300421,0.22094548761488747,0.0,5.81291010131631e-06
264765640,0.21518229204477807,0.0,1.5599740964073781e-06
281805002,0.20232837532509199,0.0,3.490068327628927e-07
572260556,0.22859026811088445,0.0,0.0011948550188298319
262350,0.23029260030456536,0.0,1.0501242318687105e-05
330301646,0.2021634672768754,0.0,5.306486184922568e-07
30802128,0.20957865784245097,0.0,1.2008079111925659e-07
33947857,0.22387591863863984,0.0,0.003041279958187301
496107728,0.22387591863863984,0.0,0.003041279958187301
35651790,0.18983952938011778,0.0,2.4852188098544687e-08
144703700,0.21886375886996137,0.0,9.33853169560969e-05
289538262,0.189454878988057,0.0,1.7102133273027623e-08
55050455,0.22073652070300864,0.0,0.0002993987523502252
460718297,0.2277751949005037,0.0,0.004050873201180161
388366558,0.1982933943456562,0.0,2.9469192670946605e-08
207093983,0.19840289700827668,0.0,4.157791854311207e-08
160039138,0.23029260030456536,0.0,1.0501242318687105e-05
136315107,0.2187305136464433,0.0,0.000948932773211006
453116132,0.21693276588270166,0.0,5.29180913646241e-07
587858150,0.20524458939656753,0.0,8.827872276816078e-08
66846952,0.23141273373150642,0.0,9.060758434234317e-06
415629546,0.2112704165820245,0.0,1.8799756801878805e-07
299106540,0.25288479176175993,0.0,2.7358365745644757e-05
302252270,0.23821215311543129,0.0,0.00563816770596802
450363631,0.21206776896164387,0.0,5.37392576249175e-07
93847790,0.21709244583766682,0.0,2.1430320714114808e-05
691798254,0.2069751689849729,0.0,5.2551907457418775e-08
243,0.23029260030456536,0.0,1.0501242318687105e-05
54919412,0.2277751949005037,0.0,0.004050873201180161
353894644,0.22225013215561745,0.0,0.0001062763979278878
334758131,0.2251145870120796,0.0,4.152039112433464e-06
291242233,0.20232837532509199,0.0,3.490068327628927e-07
502268156,0.22859026811088445,0.0,0.0011948550188298319
808059134,0.21693276588270166,0.0,5.29180913646241e-07
165937408,0.20461338800643375,0.0,1.082703346538389e-07
78381315,0.23029260030456536,0.0,1.0501242318687105e-05
390070534,0.20106773032686523,0.0,7.72201611459002e-08
183107848,0.19935566966973026,0.0,7.378943905369371e-08
163184906,0.24399188353782264,0.0,1.4144877783443415e-05
427688204,0.20461338800643375,0.0,1.082703346538389e-07
159777037,0.22238353009142028,0.0,5.752998369242374e-07
101318926,0.21886375886996137,0.0,9.33853169560969e-05
89129233,0.23029260030456536,0.0,1.0501242318687105e-05
161218834,0.19695927649918102,0.0,9.559013188392696e-08
423493910,0.25622617370181794,0.0,1.3890079878711123e-05
227672345,0.20210557178751998,0.0,4.356198259797724e-08
222560538,0.23498283639477086,0.0,7.941092994092726e-06
474480929,0.18731594180917352,0.0,7.159516124085066e-06
222298403,0.21864177359450898,0.0,6.326599709823049e-05
519831843,0.23498283639477086,0.0,7.941092994092726e-06
29360421,0.23286810255765628,0.0,0.012881094321595477
228458789,0.22387591863863984,0.0,0.003041279958187301
586416423,0.23029260030456536,0.0,1.0501242318687105e-05
451412264,0.22902211370555237,0.0,0.005559580422907111
352846120,0.20524458939656753,0.0,8.827872276816078e-08
215089450,0.2536888683476266,0.0,3.415039898341036e-05
15597860,0.2277751949005037,0.0,0.004050873201180161
554959139,0.1984753014912181,0.0,2.6768628957120923e-08
320471340,0.23046539384114173,0.0,8.744871541462822e-06
12321061,0.20283512738570186,0.0,0.0057889411622280154
